,sentiment
23165,neutral
23166,neutral
23167,neutral
23168,neutral
23169,negative
23170,negative
23171,neutral
23172,neutral
23173,negative
23174,neutral
23175,negative
23176,neutral
23177,neutral
23178,neutral
23179,neutral
23180,negative
23181,negative
23182,negative
23183,positive
23184,positive
23185,negative
23186,neutral
23187,positive
23188,negative
23189,negative
23190,positive
23191,negative
23192,positive
23193,negative
23194,neutral
23195,positive
23196,neutral
23197,positive
23198,positive
23199,negative
23200,positive
23201,negative
23202,negative
23203,neutral
23204,neutral
23205,negative
23206,negative
23207,neutral
23208,neutral
23209,negative
23210,positive
23211,positive
23212,positive
23213,positive
23214,negative
23215,neutral
23216,positive
23217,neutral
23218,negative
23219,negative
23220,negative
23221,negative
23222,negative
23223,neutral
23224,neutral
23225,negative
23226,negative
23227,neutral
23228,negative
23229,negative
23230,positive
23231,neutral
23232,negative
23233,neutral
23234,negative
23235,negative
23236,negative
23237,negative
23238,negative
23239,negative
23240,negative
23241,negative
23242,negative
23243,neutral
23244,negative
23245,negative
23246,neutral
23247,negative
23248,negative
23249,positive
23250,negative
23251,negative
23252,neutral
23253,positive
23254,negative
23255,neutral
23256,negative
23257,neutral
23258,negative
23259,negative
23260,negative
23261,positive
23262,negative
23263,negative
23264,positive
23265,neutral
23266,positive
23267,neutral
23268,neutral
23269,negative
23270,neutral
23271,neutral
23272,negative
23273,neutral
23274,neutral
23275,positive
23276,negative
23277,negative
23278,negative
23279,negative
23280,negative
23281,negative
23282,negative
23283,positive
23284,negative
23285,negative
23286,neutral
23287,negative
23288,neutral
23289,negative
23290,positive
23291,negative
23292,neutral
23293,positive
23294,positive
23295,negative
23296,positive
23297,positive
23298,negative
23299,positive
23300,neutral
23301,negative
23302,negative
23303,negative
23304,negative
23305,negative
23306,negative
23307,positive
23308,neutral
23309,positive
23310,positive
23311,negative
23312,positive
23313,negative
23314,negative
23315,neutral
23316,neutral
23317,neutral
23318,negative
23319,positive
23320,positive
23321,neutral
23322,negative
23323,positive
23324,negative
23325,negative
23326,negative
23327,neutral
23328,negative
23329,neutral
23330,neutral
23331,negative
23332,negative
23333,negative
23334,neutral
23335,positive
23336,negative
23337,positive
23338,neutral
23339,neutral
23340,negative
23341,positive
23342,neutral
23343,neutral
23344,negative
23345,negative
23346,positive
23347,negative
23348,negative
23349,positive
23350,positive
23351,negative
23352,neutral
23353,negative
23354,positive
23355,negative
23356,neutral
23357,negative
23358,negative
23359,neutral
23360,positive
23361,neutral
23362,neutral
23363,neutral
23364,neutral
23365,neutral
23366,positive
23367,positive
23368,negative
23369,neutral
23370,positive
23371,negative
23372,negative
23373,neutral
23374,neutral
23375,neutral
23376,neutral
23377,negative
23378,negative
23379,negative
23380,neutral
23381,neutral
23382,neutral
23383,neutral
23384,neutral
23385,neutral
23386,neutral
23387,negative
23388,negative
23389,negative
23390,neutral
23391,positive
23392,positive
23393,neutral
23394,neutral
23395,positive
23396,positive
23397,negative
23398,positive
23399,neutral
23400,neutral
23401,negative
23402,negative
23403,negative
23404,neutral
23405,positive
23406,negative
23407,neutral
23408,positive
23409,negative
23410,negative
23411,negative
23412,negative
23413,positive
23414,neutral
23415,negative
23416,negative
23417,negative
23418,positive
23419,negative
23420,neutral
23421,positive
23422,negative
23423,neutral
23424,negative
23425,neutral
23426,negative
23427,positive
23428,positive
23429,negative
23430,negative
23431,neutral
23432,positive
23433,negative
23434,neutral
23435,positive
23436,neutral
23437,positive
23438,neutral
23439,neutral
23440,neutral
23441,neutral
23442,negative
23443,neutral
23444,neutral
23445,negative
23446,negative
23447,positive
23448,positive
23449,positive
23450,positive
23451,negative
23452,neutral
23453,negative
23454,neutral
23455,negative
23456,positive
23457,negative
23458,neutral
23459,positive
23460,negative
23461,negative
23462,negative
23463,neutral
23464,neutral
23465,neutral
23466,negative
23467,positive
23468,neutral
23469,negative
23470,neutral
23471,negative
23472,negative
23473,negative
23474,negative
23475,positive
23476,negative
23477,neutral
23478,negative
23479,negative
23480,negative
23481,negative
23482,negative
23483,positive
23484,negative
23485,negative
23486,negative
23487,negative
23488,positive
23489,neutral
23490,neutral
23491,neutral
23492,neutral
23493,negative
23494,negative
23495,negative
23496,neutral
23497,neutral
23498,neutral
23499,negative
23500,neutral
23501,negative
23502,neutral
23503,negative
23504,negative
23505,neutral
23506,positive
23507,positive
23508,neutral
23509,neutral
23510,negative
23511,neutral
23512,neutral
23513,positive
23514,neutral
23515,neutral
23516,negative
23517,neutral
23518,negative
23519,negative
23520,neutral
23521,negative
23522,neutral
23523,positive
23524,neutral
23525,negative
23526,negative
23527,negative
23528,negative
23529,negative
23530,negative
23531,neutral
23532,neutral
23533,positive
23534,positive
23535,neutral
23536,negative
23537,neutral
23538,negative
23539,negative
23540,neutral
23541,negative
23542,negative
23543,positive
23544,negative
23545,negative
23546,negative
23547,negative
23548,negative
23549,neutral
23550,positive
23551,negative
23552,neutral
23553,negative
23554,negative
23555,positive
23556,negative
23557,negative
23558,neutral
23559,positive
23560,neutral
23561,negative
23562,positive
23563,negative
23564,negative
23565,negative
23566,negative
23567,negative
23568,negative
23569,negative
23570,negative
23571,negative
23572,negative
23573,negative
23574,positive
23575,positive
23576,negative
23577,negative
23578,neutral
23579,neutral
23580,negative
23581,neutral
23582,neutral
23583,negative
23584,positive
23585,negative
23586,negative
23587,negative
23588,neutral
23589,positive
23590,negative
23591,neutral
23592,neutral
23593,positive
23594,negative
23595,negative
23596,neutral
23597,negative
23598,negative
23599,negative
23600,negative
23601,negative
23602,neutral
23603,negative
23604,neutral
23605,positive
23606,neutral
23607,negative
23608,neutral
23609,positive
23610,negative
23611,positive
23612,neutral
23613,negative
23614,neutral
23615,neutral
23616,negative
23617,positive
23618,neutral
23619,negative
23620,negative
23621,negative
23622,negative
23623,positive
23624,negative
23625,positive
23626,neutral
23627,negative
23628,negative
23629,positive
23630,positive
23631,neutral
23632,positive
23633,negative
23634,neutral
23635,neutral
23636,negative
23637,negative
23638,negative
23639,positive
23640,neutral
23641,negative
23642,neutral
23643,negative
23644,negative
23645,negative
23646,positive
23647,negative
23648,negative
23649,neutral
23650,positive
23651,negative
23652,neutral
23653,negative
23654,neutral
23655,neutral
23656,negative
23657,negative
23658,positive
23659,negative
23660,neutral
23661,neutral
23662,positive
23663,negative
23664,neutral
23665,negative
23666,negative
23667,positive
23668,neutral
23669,neutral
23670,negative
23671,positive
23672,negative
23673,positive
23674,neutral
23675,positive
23676,negative
23677,positive
23678,negative
23679,positive
23680,negative
23681,negative
23682,positive
23683,positive
23684,negative
23685,neutral
23686,negative
23687,positive
23688,negative
23689,positive
23690,negative
23691,positive
23692,positive
23693,neutral
23694,negative
23695,positive
23696,negative
23697,neutral
23698,negative
23699,negative
23700,neutral
23701,negative
23702,negative
23703,negative
23704,neutral
23705,negative
23706,negative
23707,positive
23708,negative
23709,negative
23710,positive
23711,positive
23712,neutral
23713,positive
23714,neutral
23715,negative
23716,negative
23717,negative
23718,negative
23719,neutral
23720,negative
23721,neutral
23722,neutral
23723,positive
23724,negative
23725,neutral
23726,neutral
23727,negative
23728,negative
23729,negative
23730,positive
23731,negative
23732,positive
23733,neutral
23734,negative
23735,neutral
23736,negative
23737,negative
23738,positive
23739,positive
23740,negative
23741,positive
23742,positive
23743,negative
23744,negative
23745,negative
23746,negative
23747,negative
23748,negative
23749,negative
23750,negative
23751,neutral
23752,negative
23753,negative
23754,neutral
23755,neutral
23756,positive
23757,negative
23758,neutral
23759,negative
23760,negative
23761,neutral
23762,negative
23763,negative
23764,neutral
23765,negative
23766,negative
23767,negative
23768,positive
23769,neutral
23770,negative
23771,positive
23772,positive
23773,negative
23774,negative
23775,positive
23776,negative
23777,negative
23778,negative
23779,negative
23780,neutral
23781,negative
23782,neutral
23783,positive
23784,neutral
23785,negative
23786,negative
23787,neutral
23788,neutral
23789,positive
23790,positive
23791,positive
23792,neutral
23793,positive
23794,positive
23795,neutral
23796,positive
23797,negative
23798,neutral
23799,positive
23800,positive
23801,positive
23802,negative
23803,negative
23804,positive
23805,negative
23806,negative
23807,neutral
23808,positive
23809,negative
23810,negative
23811,positive
23812,positive
23813,positive
23814,negative
23815,negative
23816,positive
23817,neutral
23818,neutral
23819,negative
23820,neutral
23821,neutral
23822,neutral
23823,positive
23824,neutral
23825,negative
23826,negative
23827,negative
23828,positive
23829,neutral
23830,neutral
23831,neutral
23832,positive
23833,positive
23834,positive
23835,negative
23836,positive
23837,negative
23838,negative
23839,neutral
23840,negative
23841,negative
23842,neutral
23843,negative
23844,neutral
23845,negative
23846,neutral
23847,positive
23848,negative
23849,negative
23850,negative
23851,neutral
23852,positive
23853,negative
23854,neutral
23855,neutral
23856,neutral
23857,neutral
23858,positive
23859,negative
23860,positive
23861,negative
23862,neutral
23863,positive
23864,negative
23865,neutral
23866,neutral
23867,negative
23868,positive
23869,negative
23870,neutral
23871,positive
23872,negative
23873,negative
23874,neutral
23875,positive
23876,negative
23877,negative
23878,positive
23879,negative
23880,positive
23881,negative
23882,negative
23883,negative
23884,negative
23885,negative
23886,negative
23887,negative
23888,negative
23889,neutral
23890,negative
23891,negative
23892,neutral
23893,negative
23894,negative
23895,positive
23896,positive
23897,neutral
23898,neutral
23899,negative
23900,neutral
23901,neutral
23902,neutral
23903,negative
23904,negative
23905,negative
23906,negative
23907,positive
23908,negative
23909,negative
23910,negative
23911,negative
23912,negative
23913,negative
23914,negative
23915,negative
23916,negative
23917,negative
23918,negative
23919,positive
23920,neutral
23921,neutral
23922,negative
23923,negative
23924,positive
23925,negative
23926,negative
23927,negative
23928,neutral
23929,neutral
23930,neutral
23931,negative
23932,negative
23933,negative
23934,negative
23935,negative
23936,negative
23937,neutral
23938,neutral
23939,neutral
23940,neutral
23941,neutral
23942,negative
23943,neutral
23944,negative
23945,neutral
23946,negative
23947,neutral
23948,positive
23949,neutral
23950,neutral
23951,neutral
23952,neutral
23953,negative
23954,neutral
23955,negative
23956,neutral
23957,negative
23958,neutral
23959,neutral
23960,neutral
23961,negative
23962,negative
23963,negative
23964,negative
23965,neutral
23966,negative
23967,positive
23968,positive
23969,negative
23970,negative
23971,negative
23972,neutral
23973,negative
23974,positive
23975,negative
23976,neutral
23977,negative
23978,neutral
23979,neutral
23980,neutral
23981,positive
23982,neutral
23983,neutral
23984,negative
23985,neutral
23986,neutral
23987,neutral
23988,negative
23989,neutral
23990,negative
23991,neutral
23992,neutral
23993,positive
23994,neutral
23995,neutral
23996,negative
23997,negative
23998,neutral
23999,negative
24000,negative
24001,neutral
24002,positive
24003,positive
24004,negative
24005,negative
24006,negative
24007,positive
24008,positive
24009,negative
24010,negative
24011,negative
24012,negative
24013,negative
24014,positive
24015,neutral
24016,negative
24017,negative
24018,positive
24019,negative
24020,neutral
24021,negative
24022,negative
24023,negative
24024,positive
24025,negative
24026,negative
24027,positive
24028,negative
24029,neutral
24030,negative
24031,negative
24032,negative
24033,positive
24034,negative
24035,positive
24036,neutral
24037,negative
24038,neutral
24039,negative
24040,negative
24041,neutral
24042,neutral
24043,negative
24044,neutral
24045,negative
24046,negative
24047,negative
24048,negative
24049,positive
24050,negative
24051,negative
24052,negative
24053,negative
24054,negative
24055,neutral
24056,positive
24057,negative
24058,neutral
24059,neutral
24060,negative
24061,positive
24062,negative
24063,neutral
24064,positive
24065,negative
24066,negative
24067,negative
24068,negative
24069,negative
24070,negative
24071,negative
24072,positive
24073,negative
24074,neutral
24075,positive
24076,negative
24077,neutral
24078,positive
24079,positive
24080,positive
24081,neutral
24082,negative
24083,neutral
24084,negative
24085,negative
24086,neutral
24087,negative
24088,positive
24089,negative
24090,neutral
24091,neutral
24092,positive
24093,neutral
24094,neutral
24095,negative
24096,positive
24097,negative
24098,negative
24099,neutral
24100,neutral
24101,neutral
24102,negative
24103,negative
24104,neutral
24105,positive
24106,positive
24107,positive
24108,neutral
24109,negative
24110,negative
24111,positive
24112,negative
24113,positive
24114,negative
24115,neutral
24116,positive
24117,negative
24118,neutral
24119,positive
24120,neutral
24121,neutral
24122,negative
24123,neutral
24124,neutral
24125,negative
24126,neutral
24127,positive
24128,negative
24129,positive
24130,positive
24131,neutral
24132,negative
24133,negative
24134,neutral
24135,negative
24136,neutral
24137,neutral
24138,negative
24139,negative
24140,negative
24141,negative
24142,neutral
24143,negative
24144,negative
24145,negative
24146,neutral
24147,neutral
24148,negative
24149,neutral
24150,negative
24151,negative
24152,neutral
24153,neutral
24154,negative
24155,negative
24156,negative
24157,positive
24158,negative
24159,negative
24160,negative
24161,negative
24162,negative
24163,neutral
24164,neutral
24165,neutral
24166,negative
24167,negative
24168,neutral
24169,negative
24170,negative
24171,positive
24172,neutral
24173,negative
24174,negative
24175,neutral
24176,neutral
24177,negative
24178,negative
24179,positive
24180,neutral
24181,neutral
24182,neutral
24183,neutral
24184,neutral
24185,negative
24186,neutral
24187,negative
24188,neutral
24189,positive
24190,positive
24191,positive
24192,negative
24193,negative
24194,negative
24195,negative
24196,neutral
24197,negative
24198,neutral
24199,positive
24200,negative
24201,negative
24202,negative
24203,negative
24204,negative
24205,negative
24206,neutral
24207,negative
24208,negative
24209,negative
24210,neutral
24211,negative
24212,positive
24213,neutral
24214,negative
24215,neutral
24216,negative
24217,neutral
24218,negative
24219,neutral
24220,negative
24221,neutral
24222,negative
24223,neutral
24224,neutral
24225,positive
24226,negative
24227,positive
24228,neutral
24229,positive
24230,negative
24231,negative
24232,neutral
24233,negative
24234,negative
24235,negative
24236,neutral
24237,neutral
24238,neutral
24239,negative
24240,neutral
24241,negative
24242,negative
24243,negative
24244,neutral
24245,positive
24246,positive
24247,neutral
24248,negative
24249,positive
24250,negative
24251,negative
24252,negative
24253,negative
24254,neutral
24255,negative
24256,negative
24257,positive
24258,neutral
24259,positive
24260,neutral
24261,negative
24262,neutral
24263,negative
24264,negative
24265,negative
24266,neutral
24267,negative
24268,positive
24269,negative
24270,negative
24271,neutral
24272,negative
24273,positive
24274,positive
24275,neutral
24276,neutral
24277,negative
24278,neutral
24279,neutral
24280,neutral
24281,neutral
24282,positive
24283,neutral
24284,negative
24285,negative
24286,negative
24287,negative
24288,negative
24289,negative
24290,negative
24291,neutral
24292,negative
24293,negative
24294,positive
24295,negative
24296,negative
24297,negative
24298,negative
24299,negative
24300,neutral
24301,negative
24302,negative
24303,neutral
24304,positive
24305,negative
24306,negative
24307,neutral
24308,neutral
24309,positive
24310,negative
24311,negative
24312,negative
24313,positive
24314,neutral
24315,negative
24316,positive
24317,negative
24318,positive
24319,neutral
24320,negative
24321,neutral
24322,neutral
24323,negative
24324,negative
24325,negative
24326,negative
24327,negative
24328,negative
24329,neutral
24330,negative
24331,negative
24332,negative
24333,positive
24334,neutral
24335,positive
24336,neutral
24337,neutral
24338,negative
24339,negative
24340,neutral
24341,neutral
24342,negative
24343,negative
24344,negative
24345,neutral
24346,negative
24347,negative
24348,negative
24349,neutral
24350,negative
24351,negative
24352,negative
24353,negative
24354,negative
24355,negative
24356,negative
24357,negative
24358,neutral
24359,neutral
24360,negative
24361,negative
24362,positive
24363,negative
24364,positive
24365,negative
24366,positive
24367,positive
24368,negative
24369,negative
24370,neutral
24371,negative
24372,neutral
24373,negative
24374,neutral
24375,neutral
24376,negative
24377,negative
24378,negative
24379,negative
24380,negative
24381,positive
24382,negative
24383,negative
24384,negative
24385,positive
24386,neutral
24387,negative
24388,negative
24389,negative
24390,negative
24391,negative
24392,negative
24393,negative
24394,neutral
24395,neutral
24396,negative
24397,neutral
24398,negative
24399,negative
24400,neutral
24401,neutral
24402,positive
24403,negative
24404,negative
24405,negative
24406,positive
24407,negative
24408,negative
24409,negative
24410,negative
24411,negative
24412,negative
24413,neutral
24414,negative
24415,negative
24416,negative
24417,negative
24418,positive
24419,neutral
24420,neutral
24421,negative
24422,negative
24423,neutral
24424,negative
24425,positive
24426,negative
24427,negative
24428,neutral
24429,negative
24430,neutral
24431,negative
24432,positive
24433,neutral
24434,positive
24435,neutral
24436,neutral
24437,negative
24438,neutral
24439,neutral
24440,negative
24441,neutral
24442,negative
24443,negative
24444,negative
24445,negative
24446,negative
24447,negative
24448,negative
24449,negative
24450,negative
24451,negative
24452,negative
24453,negative
24454,neutral
24455,neutral
24456,negative
24457,positive
24458,positive
24459,negative
24460,positive
24461,negative
24462,neutral
24463,negative
24464,neutral
24465,negative
24466,negative
24467,neutral
24468,negative
24469,negative
24470,neutral
24471,negative
24472,negative
24473,negative
24474,negative
24475,negative
24476,negative
24477,positive
24478,negative
24479,neutral
24480,negative
24481,negative
24482,negative
24483,negative
24484,positive
24485,positive
24486,positive
24487,neutral
24488,negative
24489,negative
24490,negative
24491,positive
24492,negative
24493,neutral
24494,positive
24495,negative
24496,negative
24497,neutral
24498,negative
24499,negative
24500,positive
24501,neutral
24502,negative
24503,negative
24504,negative
24505,neutral
24506,negative
24507,neutral
24508,neutral
24509,neutral
24510,negative
24511,negative
24512,negative
24513,negative
24514,negative
24515,negative
24516,negative
24517,negative
24518,negative
24519,negative
24520,negative
24521,negative
24522,negative
24523,neutral
24524,negative
24525,negative
24526,negative
24527,negative
24528,negative
24529,negative
24530,positive
24531,negative
24532,neutral
24533,negative
24534,negative
24535,negative
24536,negative
24537,negative
24538,negative
24539,negative
24540,positive
24541,negative
24542,neutral
24543,negative
24544,neutral
24545,negative
24546,negative
24547,negative
24548,negative
24549,negative
24550,negative
24551,negative
24552,positive
24553,negative
24554,positive
24555,negative
24556,negative
24557,negative
24558,negative
24559,negative
24560,negative
24561,negative
24562,negative
24563,negative
24564,positive
24565,positive
24566,neutral
24567,negative
24568,negative
24569,negative
24570,negative
24571,negative
24572,negative
24573,negative
24574,negative
24575,negative
24576,negative
24577,negative
24578,neutral
24579,negative
24580,negative
24581,negative
24582,negative
24583,neutral
24584,neutral
24585,negative
24586,neutral
24587,negative
24588,neutral
24589,neutral
24590,neutral
24591,negative
24592,positive
24593,neutral
24594,neutral
24595,neutral
24596,positive
24597,positive
24598,neutral
24599,negative
24600,negative
24601,negative
24602,neutral
24603,neutral
24604,negative
24605,negative
24606,negative
24607,negative
24608,negative
24609,negative
24610,negative
24611,positive
24612,neutral
24613,negative
24614,negative
24615,negative
24616,negative
24617,neutral
24618,negative
24619,positive
24620,positive
24621,negative
24622,negative
24623,negative
24624,neutral
24625,neutral
24626,negative
24627,negative
24628,negative
24629,negative
24630,negative
24631,negative
24632,neutral
24633,neutral
24634,negative
24635,positive
24636,positive
24637,negative
24638,negative
24639,negative
24640,neutral
24641,negative
24642,negative
24643,positive
24644,negative
24645,positive
24646,negative
24647,negative
24648,negative
24649,negative
24650,neutral
24651,negative
24652,negative
24653,neutral
24654,neutral
24655,positive
24656,negative
24657,neutral
24658,neutral
24659,neutral
24660,neutral
24661,negative
24662,negative
24663,negative
24664,positive
24665,negative
24666,neutral
24667,neutral
24668,negative
24669,negative
24670,negative
24671,negative
24672,neutral
24673,negative
24674,negative
24675,neutral
24676,neutral
24677,positive
24678,positive
24679,negative
24680,negative
24681,positive
24682,neutral
24683,negative
24684,neutral
24685,negative
24686,neutral
24687,negative
24688,negative
24689,negative
24690,neutral
24691,positive
24692,negative
24693,neutral
24694,positive
24695,neutral
24696,neutral
24697,negative
24698,negative
24699,negative
24700,negative
24701,negative
24702,negative
24703,neutral
24704,neutral
24705,neutral
24706,neutral
24707,neutral
24708,negative
24709,negative
24710,positive
24711,negative
24712,neutral
24713,neutral
24714,negative
24715,negative
24716,negative
24717,negative
24718,neutral
24719,negative
24720,negative
24721,negative
24722,negative
24723,negative
24724,neutral
24725,neutral
24726,negative
24727,positive
24728,negative
24729,neutral
24730,neutral
24731,negative
24732,negative
24733,negative
24734,negative
24735,positive
24736,neutral
24737,positive
24738,negative
24739,negative
24740,negative
24741,neutral
24742,negative
24743,negative
24744,negative
24745,positive
24746,negative
24747,neutral
24748,negative
24749,neutral
24750,positive
24751,negative
24752,neutral
24753,negative
24754,negative
24755,negative
24756,negative
24757,negative
24758,neutral
24759,neutral
24760,neutral
24761,neutral
24762,negative
24763,positive
24764,negative
24765,negative
24766,negative
24767,negative
24768,negative
24769,negative
24770,negative
24771,neutral
24772,neutral
24773,positive
24774,neutral
24775,neutral
24776,positive
24777,negative
24778,positive
24779,neutral
24780,negative
24781,positive
24782,neutral
24783,positive
24784,positive
24785,negative
24786,positive
24787,neutral
24788,neutral
24789,negative
24790,neutral
24791,negative
24792,neutral
24793,positive
24794,negative
24795,positive
24796,negative
24797,negative
24798,negative
24799,neutral
24800,positive
24801,negative
24802,positive
24803,neutral
24804,positive
24805,negative
24806,negative
24807,negative
24808,negative
24809,neutral
24810,neutral
24811,negative
24812,neutral
24813,negative
24814,positive
24815,neutral
24816,negative
24817,negative
24818,positive
24819,negative
24820,negative
24821,neutral
24822,negative
24823,neutral
24824,positive
24825,positive
24826,neutral
24827,positive
24828,negative
24829,positive
24830,neutral
24831,neutral
24832,negative
24833,negative
24834,neutral
24835,negative
24836,positive
24837,positive
24838,negative
24839,neutral
24840,positive
24841,positive
24842,neutral
24843,positive
24844,negative
24845,negative
24846,neutral
24847,negative
24848,negative
24849,neutral
24850,negative
24851,negative
24852,neutral
24853,negative
24854,neutral
24855,neutral
24856,negative
24857,negative
24858,negative
24859,negative
24860,neutral
24861,positive
24862,neutral
24863,neutral
24864,negative
24865,negative
24866,negative
24867,negative
24868,negative
24869,positive
24870,negative
24871,positive
24872,negative
24873,neutral
24874,positive
24875,negative
24876,negative
24877,negative
24878,negative
24879,negative
24880,neutral
24881,neutral
24882,positive
24883,neutral
24884,negative
24885,neutral
24886,negative
24887,neutral
24888,neutral
24889,negative
24890,negative
24891,neutral
24892,neutral
24893,positive
24894,neutral
24895,negative
24896,neutral
24897,neutral
24898,negative
24899,neutral
24900,neutral
24901,negative
24902,neutral
24903,negative
24904,negative
24905,negative
24906,negative
24907,neutral
24908,negative
24909,negative
24910,neutral
24911,negative
24912,negative
24913,neutral
24914,negative
24915,negative
24916,negative
24917,neutral
24918,neutral
24919,neutral
24920,negative
24921,neutral
24922,negative
24923,neutral
24924,negative
24925,positive
24926,negative
24927,negative
24928,neutral
24929,positive
24930,negative
24931,negative
24932,negative
24933,positive
24934,neutral
24935,positive
24936,negative
24937,negative
24938,negative
24939,negative
24940,neutral
24941,negative
24942,neutral
24943,neutral
24944,negative
24945,negative
24946,negative
24947,negative
24948,negative
24949,negative
24950,negative
24951,neutral
24952,neutral
24953,negative
24954,positive
24955,neutral
24956,neutral
24957,positive
24958,negative
24959,negative
24960,negative
24961,neutral
24962,neutral
24963,negative
24964,neutral
24965,negative
24966,neutral
24967,negative
24968,neutral
24969,negative
24970,negative
24971,negative
24972,negative
24973,negative
24974,positive
24975,neutral
24976,neutral
24977,negative
24978,positive
24979,negative
24980,positive
24981,neutral
24982,neutral
24983,negative
24984,negative
24985,positive
24986,positive
24987,neutral
24988,negative
24989,negative
24990,negative
24991,negative
24992,negative
24993,neutral
24994,negative
24995,positive
24996,negative
24997,neutral
24998,negative
24999,neutral
25000,neutral
25001,neutral
25002,negative
25003,neutral
25004,positive
25005,neutral
25006,negative
25007,negative
25008,negative
25009,negative
25010,negative
25011,negative
25012,neutral
25013,neutral
25014,positive
25015,negative
25016,positive
25017,neutral
25018,positive
25019,negative
25020,negative
25021,negative
25022,negative
25023,negative
25024,negative
25025,negative
25026,positive
25027,negative
25028,negative
25029,negative
25030,negative
25031,negative
25032,negative
25033,negative
25034,negative
25035,neutral
25036,negative
25037,neutral
25038,negative
25039,negative
25040,neutral
25041,positive
25042,negative
25043,neutral
25044,negative
25045,neutral
25046,negative
25047,negative
25048,negative
25049,negative
25050,neutral
25051,negative
25052,negative
25053,negative
25054,negative
25055,negative
25056,neutral
25057,negative
25058,neutral
25059,negative
25060,negative
25061,negative
25062,negative
25063,neutral
25064,negative
25065,negative
25066,negative
25067,negative
25068,negative
25069,negative
25070,negative
25071,negative
25072,negative
25073,negative
25074,neutral
25075,negative
25076,negative
25077,negative
25078,negative
25079,negative
25080,neutral
25081,negative
25082,negative
25083,positive
25084,negative
25085,negative
25086,negative
25087,negative
25088,negative
25089,neutral
25090,negative
25091,neutral
25092,negative
25093,neutral
25094,negative
25095,neutral
25096,negative
25097,negative
25098,neutral
25099,positive
25100,negative
25101,neutral
25102,neutral
25103,neutral
25104,neutral
25105,negative
25106,neutral
25107,negative
25108,negative
25109,negative
25110,negative
25111,negative
25112,negative
25113,negative
25114,negative
25115,neutral
25116,negative
25117,negative
25118,negative
25119,negative
25120,neutral
25121,negative
25122,negative
25123,negative
25124,negative
25125,negative
25126,negative
25127,negative
25128,negative
25129,negative
25130,negative
25131,neutral
25132,negative
25133,neutral
25134,negative
25135,negative
25136,neutral
25137,negative
25138,negative
25139,negative
25140,negative
25141,negative
25142,neutral
25143,neutral
25144,negative
25145,negative
25146,negative
25147,negative
25148,neutral
25149,negative
25150,neutral
25151,negative
25152,positive
25153,negative
25154,negative
25155,negative
25156,negative
25157,negative
25158,negative
25159,negative
25160,neutral
25161,negative
25162,negative
25163,neutral
25164,neutral
25165,positive
25166,negative
25167,negative
25168,negative
25169,negative
25170,negative
25171,negative
25172,negative
25173,negative
25174,negative
25175,negative
25176,negative
25177,negative
25178,positive
25179,negative
25180,negative
25181,negative
25182,negative
25183,negative
25184,negative
25185,neutral
25186,neutral
25187,positive
25188,neutral
25189,negative
25190,negative
25191,negative
25192,negative
25193,neutral
25194,negative
25195,negative
25196,negative
25197,negative
25198,neutral
25199,positive
25200,negative
25201,neutral
25202,negative
25203,negative
25204,neutral
25205,neutral
25206,negative
25207,negative
25208,negative
25209,negative
25210,neutral
25211,neutral
25212,neutral
25213,negative
25214,negative
25215,neutral
25216,neutral
25217,negative
25218,neutral
25219,neutral
25220,neutral
25221,neutral
25222,positive
25223,negative
25224,positive
25225,negative
25226,negative
25227,negative
25228,negative
25229,negative
25230,neutral
25231,negative
25232,positive
25233,negative
25234,negative
25235,negative
25236,negative
25237,negative
25238,negative
25239,positive
25240,neutral
25241,negative
25242,negative
25243,negative
25244,negative
25245,negative
25246,negative
25247,negative
25248,negative
25249,negative
25250,negative
25251,negative
25252,neutral
25253,neutral
25254,negative
25255,negative
25256,positive
25257,negative
25258,negative
25259,negative
25260,negative
25261,negative
25262,negative
25263,negative
25264,negative
25265,negative
25266,neutral
25267,neutral
25268,neutral
25269,neutral
25270,negative
25271,neutral
25272,neutral
25273,negative
25274,negative
25275,neutral
25276,neutral
25277,negative
25278,neutral
25279,negative
25280,positive
25281,negative
25282,negative
25283,negative
25284,neutral
25285,negative
25286,neutral
25287,negative
25288,negative
25289,neutral
25290,negative
25291,neutral
25292,negative
25293,neutral
25294,neutral
25295,positive
25296,positive
25297,positive
25298,negative
25299,negative
25300,neutral
25301,neutral
25302,negative
25303,negative
25304,negative
25305,negative
25306,negative
25307,neutral
25308,negative
25309,neutral
25310,negative
25311,neutral
25312,negative
25313,negative
25314,neutral
25315,negative
25316,neutral
25317,neutral
25318,positive
25319,neutral
25320,negative
25321,negative
25322,negative
25323,neutral
25324,neutral
25325,neutral
25326,negative
25327,negative
25328,neutral
25329,neutral
25330,neutral
25331,negative
25332,neutral
25333,neutral
25334,positive
25335,negative
25336,positive
25337,negative
25338,negative
25339,negative
25340,neutral
25341,positive
25342,negative
25343,negative
25344,neutral
25345,neutral
25346,negative
25347,positive
25348,negative
25349,negative
25350,negative
25351,negative
25352,neutral
25353,negative
25354,negative
25355,negative
25356,neutral
25357,neutral
25358,negative
25359,negative
25360,negative
25361,neutral
25362,neutral
25363,neutral
25364,negative
25365,neutral
25366,neutral
25367,negative
25368,neutral
25369,neutral
25370,neutral
25371,neutral
25372,negative
25373,negative
25374,neutral
25375,neutral
25376,negative
25377,neutral
25378,neutral
25379,negative
25380,neutral
25381,neutral
25382,negative
25383,neutral
25384,neutral
25385,negative
